"Splunk_Instance","Splunk_Roles",app,sharing,stanza,attribute,value,author,type,updated
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"fs_notification","REPORT-vendor_object_category_for_fs_notification","vendor_object_category_for_fs_notification",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,hardware,"EXTRACT-RealMemory","(?i)MEMORY_REAL\s+(?P<RealMemory>[^ ]*)[ ]?",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,hardware,"EXTRACT-SwapMemory","(?i)MEMORY_SWAP\s+(?P<SwapMemory>[^ ]*)[ ]?",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,hardware,"EXTRACT-Unit","(?i)MEMORY_REAL\s+\d+\s+(?P<Unit>\w+)?",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,hardware,"EXTRACT-cpu_cores","(?i)CPU_COUNT\s+(?P<cpu_cores>[^ \n]*)?",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,hardware,"EXTRACT-cpu_type","(?i)CPU_TYPE\s+(?P<cpu_type>[^\n]*)?",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"linux_secure","REPORT-0authentication_for_linux_secure","ssh-login-events, ssh-session-close, ssh-disconnect, sshd_authentication_kerberos_success, sshd_authentication_refused, sshd_authentication_tried, sshd_login_restricted, pam_unix_authentication_success, pam_unix_authentication_failure, sudo_cannot_identify, ksu_authentication, ksu_authorization, su_simple, su_authentication, su_successful, wksh_authentication, login_authentication, ftpd_authentication",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"linux_secure","REPORT-account_management_for_linux_secure","useradd, userdel",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"linux_secure","REPORT-dest_for_linux_secure","host_as_dest",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"linux_secure","REPORT-firewall","ipfw, ipfw-stealth, ipfw-icmp, pf",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"linux_secure","REPORT-routing",iptables,system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"linux_secure","REPORT-signature_for_linux_secure_timesync","signature_for_nix_timesync",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"linux_secure","REPORT-src_for_linux_secure","src_dns_as_src, src_ip_as_src, host_as_src",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,openPorts,"REPORT-fields_for_open_ports_sh","fields_for_open_ports_sh",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"osx_secure","REPORT-0authentication_for_osx_secure","ssh-login-events, ssh-session-close, ssh-disconnect, sshd_authentication_kerberos_success, sshd_authentication_refused, sshd_authentication_tried, sshd_login_restricted, pam_unix_authentication_success, pam_unix_authentication_failure, sudo_cannot_identify, ksu_authentication, ksu_authorization, su_simple, su_authentication, su_successful, wksh_authentication, login_authentication",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"osx_secure","REPORT-account_management_for_osx_secure","useradd, userdel",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"osx_secure","REPORT-dest_for_osx_secure","host_as_dest",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"osx_secure","REPORT-firewall_for_osx_secure","ipfw, ipfw-stealth, ipfw-icmp, pf",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"osx_secure","REPORT-routing_for_osx_secure",iptables,system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"osx_secure","REPORT-signature_for_osx_secure_timesync","signature_for_nix_timesync",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,"osx_secure","REPORT-src_for_osx_secure","src_dns_as_src, src_ip_as_src, host_as_src",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,syslog,"REPORT-0authentication_for_syslog","ssh-login-events, ssh-session-close, ssh-disconnect, sshd_authentication_kerberos_success, sshd_authentication_refused, sshd_authentication_tried, sshd_login_restricted, pam_unix_authentication_success, pam_unix_authentication_failure, sudo_cannot_identify, ksu_authentication, ksu_authorization, su_simple, su_authentication, su_successful, wksh_authentication, login_authentication",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,syslog,"REPORT-account_management_for_syslog","useradd, userdel",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,syslog,"REPORT-dest_for_syslog","host_as_dest",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,syslog,"REPORT-firewall","ipfw, ipfw-stealth, ipfw-icmp, pf",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,syslog,"REPORT-routing",iptables,system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,syslog,"REPORT-signature_for_syslog_timesync","signature_for_nix_timesync",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,syslog,"REPORT-src_for_syslog","src_dns_as_src, src_ip_as_src, host_as_src",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_nix",global,vmstat,"REPORT-0kv_for_vmstat","fields_for_vmstat_sh,vmstat_linux,vmstat_osx",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:admin:file","REPORT-field_extraction_for_admin","field_extraction_for_admin",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:agent:file","REPORT-field_extraction_for_agent_act","field_extraction_for_agent_act",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:agt_system:file","REPORT-field_extraction_for_agt_system","field_extraction_for_agt_system",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:behavior:file","REPORT-field_extraction_for_agt_behavior","field_extraction_for_agt_behavior, process_from_caller_process_name, caller_md5_from_description",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:packet:file","REPORT-field_extraction_for_packet","field_extraction_for_packet",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:policy:file","REPORT-field_extraction_for_policy","field_extraction_for_policy",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:proactive:file","REPORT-field_extraction_for_agt_proactive","field_extraction_for_agt_proactive, filename_from_filepath",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:risk:file","REPORT-field_extraction_for_agt_risk","field_extraction_for_agt_risk, filename_from_filepath",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:scan:file","REPORT-field_extraction_for_agt_scan","field_extraction_for_agt_scan",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:scm_system:file","REPORT-field_extraction_for_scm_system","field_extraction_for_scm_system",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:security:file","REPORT-field_extraction_for_agt_security","field_extraction_for_agt_security, category_from_description",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_symantec-ep",global,"symantec:ep:traffic:file","REPORT-field_extraction_for_traffic","field_extraction_for_traffic",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_websense-cg",global,"websense:cg:kv","REPORT-CN_for_websense_cg","CN_for_websense_cg",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_websense-cg",global,"websense:cg:kv","REPORT-DC_for_websense_cg","DC_for_websense_cg",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_websense-cg",global,"websense:cg:kv","REPORT-OU_for_websense_cg","OU_for_websense_cg",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_websense-cg",global,"websense:cg:kv","REPORT-http_content_type_for_websense_cg","http_content_type_for_websense_cg",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_websense-cg",global,"websense:cg:kv","REPORT-policy_for_websense_cg","policy_for_websense_cg",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_websense-cg",global,"websense:cg:kv","REPORT-sourceServer_for_websense_cg","sourceServer_for_websense_cg",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_websense-cg",global,"websense:cg:kv","REPORT-url_for_websense_cg","url_for_websense_cg",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,DhcpSrvLog,"REPORT-0auto_kv_for_microsoft_dhcp","auto_kv_for_microsoft_dhcp",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"MSAD:NT6:DNS","EXTRACT-opcode","(?<operation>[ R]) (?<opcode>.) \[(?<hexflags>[0-9A-Fa-f]+) (?<flags>....) (?<response>[^\]]+)\]",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"MSAD:NT6:DNS","EXTRACT-protocol","(?<packetid>[0-9A-Fa-f]*) (?<protocol>UDP|TCP) (?<direction>\w+) (?<src_ip>[0-9A-Fa-f\.\:]+)\s+",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"MSAD:NT6:DNS","EXTRACT-question1","\] (?<questiontype>\w+)\s+(?<questionname>.*)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"MSAD:NT6:DNS","EXTRACT-question2","\] (?<questionname>[^\s]*)$",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"MSAD:NT6:DNS","EXTRACT-threadid","(?<threadid>[0-9A-Fa-f]+)\s+(?<context>PACKET)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"MSAD:NT6:DNS","REPORT_KV_for_microsoft_dns_web","KV_for_port,KV_for_Domain,KV_for_RecvdIP,KV_for_microsoftdns_action,KV_for_Record_type,KV_for_Record_Class",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"MSAD:NT6:DNS-Health","REPORT-mvcheck","DNSHealth_ServerAddress_MV, DNSHealth_ListenAddress_MV, DNSHealth_Forwarder_MV, DNSHealth_LogIPFilterList_MV",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"MSAD:NT6:Netlogon","EXTRACT-subnetaffinity","\s(?<src_domain>[^:]+): (?<msad_affinity>NO_CLIENT_SITE): (?<src_host>[^\s]+) (?<src_ip>[0-9A-Fa-f:\.]+)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"MSAD:NT6:SiteInfo","REPORT-extractions","MSAD-SiteInfo-AdjacentSites, MSAD-SiteInfo-Sites, MSAD-SiteInfo-SiteLinks, MSAD-SiteInfo-Subnets",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"MSAD:SubnetAffinity","EXTRACT-subnetaffinity","(?<src_nt_domain>\w+): NO_CLIENT_SITE: (?<src_host>\w+) (?<src_ip>[0-9\.]+)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-AuthorizedCDFPrefix_for_win_installed_apps","AuthorizedCDFPrefix_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-Comments_for_win_installed_apps","Comments_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-Contact_for_win_installed_apps","Contact_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-DisplayName_for_win_installed_apps","DisplayName_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-DisplayVersion_for_win_installed_apps","DisplayVersion_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-EstimatedSize_for_win_installed_apps","EstimatedSize_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-HelpLink_for_win_installed_apps","HelpLink_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-HelpTelephone_for_win_installed_apps","HelpTelephone_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-InstallDate_for_win_installed_apps","InstallDate_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-InstallLocation_for_win_installed_apps","InstallLocation_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-InstallSource_for_win_installed_apps","InstallSource_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-Language_for_win_installed_apps","Language_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-ModifyPath_for_win_installed_apps","ModifyPath_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-NoModify_for_win_installed_apps","NoModify_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-NoRepair_for_win_installed_apps","NoRepair_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-Publisher_for_win_installed_apps","Publisher_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-Readme_for_win_installed_apps","Readme_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-Size_for_win_installed_apps","Size_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-URLInfoAbout_for_win_installed_apps","URLInfoAbout_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-URLUpdateInfo_for_win_installed_apps","URLUpdateInfo_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-UninstallString_for_win_installed_apps","UninstallString_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-VersionMajor_for_win_installed_apps","VersionMajor_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-VersionMinor_for_win_installed_apps","VersionMinor_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-Version_for_win_installed_apps","Version_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:InstalledApps","REPORT-WindowsInstaller_for_win_installed_apps","WindowsInstaller_for_win_installed_apps",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:ListeningPorts","REPORT-0dest_ip_for_listeningports","dest_ip_for_listeningports",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:ListeningPorts","REPORT-1kv_for_listeningports","kv_for_listeningports",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:NetworkConfiguration","EXTRACT-netshaddresscidr","Subnet Prefix\:\s+(?<cidr>[^\s]+)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:NetworkConfiguration","EXTRACT-netshaddressdhcp","DHCP enabled\:\s+(?<dhcp>(Yes|No))",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:NetworkConfiguration","EXTRACT-netshaddressgw","Gateway\:\s+(?<gw>[\d\.]+)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:NetworkConfiguration","EXTRACT-netshaddressif","Configuration for interface \""(?<if>[^\""]+)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:NetworkConfiguration","EXTRACT-netshaddressip","IP Address\:\s+(?<ip>[\d\.]+)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:NetworkConfiguration","EXTRACT-netshaddressmask","mask (?<mask>[^\)]+)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:NetworkConfiguration","EXTRACT-netshaddressmetric","InterfaceMetric\:\s+(?<metric>\d+)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-AnnounceFlags_for_win_timesync_configuration","AnnounceFlags_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-Current_time_for_win_timesync_configuration","Current_time_for_win_timesync",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-EventLogFlags_for_win_timesync_configuration","EventLogFlags_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-FileLogEntries_for_win_timesync_configuration","FileLogEntries_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-FileLogFlags_for_win_timesync_configuration","FileLogFlags_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-FileLogName_for_win_timesync_configuration","FileLogName_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-FileLogSize_for_win_timesync_configuration","FileLogSize_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-FrequencyCorrectRate_for_win_timesync_configuration","FrequencyCorrectRate_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-HoldPeriod_for_win_timesync_configuration","HoldPeriod_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-LargePhaseOffset_for_win_timesync_configuration","LargePhaseOffset_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-LocalClockDispersion_for_win_timesync_configuration","LocalClockDispersion_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-MaxAllowedPhaseOffset_for_win_timesync_configuration","MaxAllowedPhaseOffset_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-MaxNegPhaseCorrection_for_win_timesync_configuration","MaxNegPhaseCorrection_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-MaxPollInterval_for_win_timesync_configuration","MaxPollInterval_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-MaxPosPhaseCorrection_for_win_timesync_configuration","MaxPosPhaseCorrection_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-MinPollInterval_for_win_timesync_configuration","MinPollInterval_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-PhaseCorrectRate_for_win_timesync_configuration","PhaseCorrectRate_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-PollAdjustFactor_for_win_timesync_configuration","PollAdjustFactor_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-SpikeWatchPeriod_for_win_timesync_configuration","SpikeWatchPeriod_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-TimeJumpAuditOffset_for_win_timesync_configuration","TimeJumpAuditOffset_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-Time_zone_for_win_timesync_configuration","Time_zone_for_win_timesync",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncConfiguration","REPORT-UpdateInterval_for_win_timesync_configuration","UpdateInterval_for_win_timesync_configuration",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncStatus","REPORT-ClockRate_for_win_timesync_status","ClockRate_for_win_timesync_status",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncStatus","REPORT-Current_time_for_win_timesync_status","Current_time_for_win_timesync",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncStatus","REPORT-Last_Successful_Sync_Time_for_win_timesync_status","Last_Successful_Sync_Time_for_win_timesync_status",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncStatus","REPORT-Last_Sync_Error_for_win_timesync_status","Last_Sync_Error_for_win_timesync_status",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncStatus","REPORT-Leap_Indicator_for_win_timesync_status","Leap_Indicator_for_win_timesync_status",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncStatus","REPORT-Phase_Offset_for_win_timesync_status","Phase_Offset_for_win_timesync_status",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncStatus","REPORT-Poll_Interval_for_win_timesync_status","Poll_Interval_for_win_timesync_status",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncStatus","REPORT-Precision_for_win_timesync_status","Precision_for_win_timesync_status",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncStatus","REPORT-ReferenceId_for_win_timesync_status","ReferenceId_for_win_timesync_status",system,"Uses transform","1970-01-01T00:00:00+00:00"
