"Splunk_Instance","Splunk_Roles",app,title,disabled,sharing,author,type,description,source,sourcetype,index,location,acceleration,whitelist,blacklist,crcSalt,interval
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/usersWithLoginPrivs.sh",1,app,system,script,,usersWithLoginPrivs,usersWithLoginPrivs,main,"/data/inputs/script",,,,,3600
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/version.sh",1,app,system,script,,"Unix:Version","Unix:Version",main,"/data/inputs/script",,,,,86400
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/vmstat.sh",1,app,system,script,,vmstat,vmstat,main,"/data/inputs/script",,,,,60
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/vsftpdChecker.sh",1,app,system,script,,"Unix:VSFTPDConfig","Unix:VSFTPDConfig",main,"/data/inputs/script",,,,,86400
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/opt/splunk/etc/apps/Splunk_TA_nix/bin/who.sh",1,app,system,script,,who,who,main,"/data/inputs/script",,,,,150
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/root/.bash_history",1,app,system,monitor,,,"bash_history",main,"/data/inputs/monitor",,,,,
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/var/adm",1,app,system,monitor,,,,main,"/data/inputs/monitor",,"(\.log|log$|messages)",,,
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix","/var/log",1,app,system,monitor,,,,main,"/data/inputs/monitor",,"(\.log|log$|messages|secure|auth|mesg$|cron$|acpid$|\.out)","(lastlog|anaconda\.syslog)",,
GMC,"PROD-GMC-1|search_head","TA-Splunk_Monitor_Lookups","/opt/splunk/etc/apps/TA-Splunk_Monitor_Lookups/bin/monitor_lookup_files_apps.sh",0,app,system,script,,"Monitor_Lookup_Apps","splunk:monitor:lookup:apps","_internal","/data/inputs/script",,,,,600
GMC,"PROD-GMC-1|search_head","TA-Splunk_Monitor_Lookups","/opt/splunk/etc/apps/TA-Splunk_Monitor_Lookups/bin/monitor_lookup_files_users.sh",0,app,system,script,,"Monitor_Lookup_Users","splunk:monitor:lookup:users","_internal","/data/inputs/script",,,,,600
GMC,"PROD-GMC-1|search_head","introspection_generator_addon","$SPLUNK_HOME/var/log/introspection",0,app,system,monitor,,,,"_introspection","/data/inputs/monitor",,,,,
GMC,"PROD-GMC-1|search_head","introspection_generator_addon","/opt/splunk/etc/apps/introspection_generator_addon/bin/collector.path",0,app,system,script,,,"splunk_resource_usage__internal",main,"/data/inputs/script",,,,,0
GMC,"PROD-GMC-1|search_head","splunk_app_addon-builder","_tab_internal_monitor_inputs_",0,app,system,"validation_mi",,tabuilder,,"add_on_builder_index","/data/inputs/validation_mi",,,,,"-1"
GMC,"PROD-GMC-1|search_head","splunk_instrumentation","$SPLUNK_HOME/etc/apps/splunk_instrumentation/bin/instrumentation.py",0,app,system,script,,"instrumentation_scripted_input","splunk_telemetry_log","_telemetry","/data/inputs/script",,,,,"0 * * * *"
GMC,"PROD-GMC-1|search_head","splunk_instrumentation","$SPLUNK_HOME/etc/apps/splunk_instrumentation/bin/on_splunk_start.py",0,app,system,script,,,,main,"/data/inputs/script",,,,,"-1"
GMC,"PROD-GMC-1|search_head","splunk_instrumentation","$SPLUNK_HOME/etc/apps/splunk_instrumentation/bin/schedule_delete.py",0,app,system,script,,,,main,"/data/inputs/script",,,,,"0 0 * * *"
GMC,"PROD-GMC-1|search_head","splunk_monitoring_console","/opt/splunk/etc/apps/splunk_monitoring_console/bin/dmc_config.py",0,app,system,script,,,,main,"/data/inputs/script",,,,,"-1"
GMC,"PROD-GMC-1|search_head",system,"$SPLUNK_HOME/etc/splunk.version",0,system,system,monitor,,,"splunk_version","_internal","/data/inputs/monitor",,,,,
GMC,"PROD-GMC-1|search_head",system,"$SPLUNK_HOME/var/log/splunk",0,system,system,monitor,,,,"_internal","/data/inputs/monitor",,,,,
GMC,"PROD-GMC-1|search_head",system,"$SPLUNK_HOME/var/log/splunk/license_usage_summary.log",0,system,system,monitor,,,,"_telemetry","/data/inputs/monitor",,,,,
GMC,"PROD-GMC-1|search_head",system,"$SPLUNK_HOME/var/log/splunk/splunk_instrumentation_cloud.log*",0,system,system,monitor,,,"splunk_cloud_telemetry","_telemetry","/data/inputs/monitor",,,,,
GMC,"PROD-GMC-1|search_head",system,"$SPLUNK_HOME/var/log/watchdog/watchdog.log*",0,system,system,monitor,,,,"_internal","/data/inputs/monitor",,,,,
GMC,"PROD-GMC-1|search_head",system,"$SPLUNK_HOME/var/run/splunk/search_telemetry/*search_telemetry.json",0,system,system,monitor,,,"search_telemetry","_introspection","/data/inputs/monitor",,,,"<SOURCE>",
GMC,"PROD-GMC-1|search_head",system,"$SPLUNK_HOME/var/spool/splunk",0,system,system,monitor,,,,main,"/data/inputs/monitor",,,,"<SOURCE>",
GMC,"PROD-GMC-1|search_head",system,"$SPLUNK_HOME/var/spool/splunk/...stash_new",0,system,system,monitor,,,"stash_new",main,"/data/inputs/monitor",,,,"<SOURCE>",
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/Library/Logs",1,app,system,monitor,,,,main,"/data/inputs/monitor",,,,,
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/etc",1,app,system,monitor,,,,main,"/data/inputs/monitor",,"(\.conf|\.cfg|config$|\.ini|\.init|\.cf|\.cnf|shrc$|^ifcfg|\.profile|\.rc|\.rules|\.tab|tab$|\.login|policy$)",,,
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/home/*/.bash_history",1,app,system,monitor,,,"bash_history",main,"/data/inputs/monitor",,,,,
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/bandwidth.sh",1,app,system,script,,bandwidth,bandwidth,main,"/data/inputs/script",,,,,60
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/cpu.sh",1,app,system,script,,cpu,cpu,main,"/data/inputs/script",,,,,30
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/df.sh",1,app,system,script,,df,df,main,"/data/inputs/script",,,,,300
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/hardware.sh",1,app,system,script,,hardware,hardware,main,"/data/inputs/script",,,,,36000
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/interfaces.sh",1,app,system,script,,interfaces,interfaces,main,"/data/inputs/script",,,,,60
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/iostat.sh",0,app,system,script,,iostat,iostat,osnixperf,"/data/inputs/script",,,,,60
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/lastlog.sh",1,app,system,script,,lastlog,lastlog,main,"/data/inputs/script",,,,,300
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/lsof.sh",1,app,system,script,,lsof,lsof,main,"/data/inputs/script",,,,,600
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/netstat.sh",0,app,system,script,,netstat,netstat,osnixperf,"/data/inputs/script",,,,,60
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/nfsiostat.sh",1,app,system,script,,nfsiostat,nfsiostat,main,"/data/inputs/script",,,,,60
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/openPorts.sh",1,app,system,script,,openPorts,openPorts,main,"/data/inputs/script",,,,,300
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/openPortsEnhanced.sh",1,app,system,script,,"Unix:ListeningPorts","Unix:ListeningPorts",main,"/data/inputs/script",,,,,3600
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/package.sh",1,app,system,script,,package,package,main,"/data/inputs/script",,,,,3600
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/passwd.sh",1,app,system,script,,"Unix:UserAccounts","Unix:UserAccounts",main,"/data/inputs/script",,,,,3600
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/protocol.sh",1,app,system,script,,protocol,protocol,main,"/data/inputs/script",,,,,60
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/ps.sh",1,app,system,script,,ps,ps,main,"/data/inputs/script",,,,,30
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/rlog.sh",1,app,system,script,,auditd,auditd,main,"/data/inputs/script",,,,,60
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/selinuxChecker.sh",1,app,system,script,,"Linux:SELinuxConfig","Linux:SELinuxConfig",main,"/data/inputs/script",,,,,3600
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/service.sh",1,app,system,script,,"Unix:Service","Unix:Service",main,"/data/inputs/script",,,,,3600
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/sshdChecker.sh",1,app,system,script,,"Unix:SSHDConfig","Unix:SSHDConfig",main,"/data/inputs/script",,,,,3600
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/time.sh",1,app,system,script,,time,time,main,"/data/inputs/script",,,,,21600
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/top.sh",1,app,system,script,,top,top,main,"/data/inputs/script",,,,,60
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/update.sh",1,app,system,script,,"Unix:Update","Unix:Update",main,"/data/inputs/script",,,,,86400
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/uptime.sh",1,app,system,script,,"Unix:Uptime","Unix:Uptime",main,"/data/inputs/script",,,,,86400
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/usersWithLoginPrivs.sh",1,app,system,script,,usersWithLoginPrivs,usersWithLoginPrivs,main,"/data/inputs/script",,,,,3600
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/version.sh",1,app,system,script,,"Unix:Version","Unix:Version",main,"/data/inputs/script",,,,,86400
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/vmstat.sh",1,app,system,script,,vmstat,vmstat,main,"/data/inputs/script",,,,,60
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/vsftpdChecker.sh",1,app,system,script,,"Unix:VSFTPDConfig","Unix:VSFTPDConfig",main,"/data/inputs/script",,,,,86400
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/who.sh",1,app,system,script,,who,who,main,"/data/inputs/script",,,,,150
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/root/.bash_history",1,app,system,monitor,,,"bash_history",main,"/data/inputs/monitor",,,,,
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/var/adm",1,app,system,monitor,,,,main,"/data/inputs/monitor",,"(\.log|log$|messages)",,,
IDX1,"PROD-IDXC-1|indexer","Splunk_TA_nix","/var/log",1,app,system,monitor,,,,main,"/data/inputs/monitor",,"(\.log|log$|messages|secure|auth|mesg$|cron$|acpid$|\.out)","(lastlog|anaconda\.syslog)",,
IDX1,"PROD-IDXC-1|indexer","introspection_generator_addon","$SPLUNK_HOME/var/log/introspection",0,app,system,monitor,,,,"_introspection","/data/inputs/monitor",,,,,
IDX1,"PROD-IDXC-1|indexer","introspection_generator_addon","/opt/splunk/etc/apps/introspection_generator_addon/bin/collector.path",0,app,system,script,,,"splunk_resource_usage__internal",main,"/data/inputs/script",,,,,0
IDX1,"PROD-IDXC-1|indexer","org_cluster_indexer_base",9997,0,app,system,cooked,,,,main,"/data/inputs/tcp/cooked",,,,,
IDX1,"PROD-IDXC-1|indexer","splunk_instrumentation","$SPLUNK_HOME/etc/apps/splunk_instrumentation/bin/instrumentation.py",0,app,system,script,,"instrumentation_scripted_input","splunk_telemetry_log","_telemetry","/data/inputs/script",,,,,"0 * * * *"
IDX1,"PROD-IDXC-1|indexer","splunk_instrumentation","$SPLUNK_HOME/etc/apps/splunk_instrumentation/bin/on_splunk_start.py",0,app,system,script,,,,main,"/data/inputs/script",,,,,"-1"
IDX1,"PROD-IDXC-1|indexer","splunk_instrumentation","$SPLUNK_HOME/etc/apps/splunk_instrumentation/bin/schedule_delete.py",0,app,system,script,,,,main,"/data/inputs/script",,,,,"0 0 * * *"
IDX1,"PROD-IDXC-1|indexer","splunk_monitoring_console","/opt/splunk/etc/apps/splunk_monitoring_console/bin/dmc_config.py",0,app,system,script,,,,main,"/data/inputs/script",,,,,"-1"
IDX1,"PROD-IDXC-1|indexer",system,"$SPLUNK_HOME/etc/splunk.version",0,system,system,monitor,,,"splunk_version","_internal","/data/inputs/monitor",,,,,
IDX1,"PROD-IDXC-1|indexer",system,"$SPLUNK_HOME/var/log/splunk",0,system,system,monitor,,,,"_internal","/data/inputs/monitor",,,,,
IDX1,"PROD-IDXC-1|indexer",system,"$SPLUNK_HOME/var/log/splunk/license_usage_summary.log",0,system,system,monitor,,,,"_telemetry","/data/inputs/monitor",,,,,
IDX1,"PROD-IDXC-1|indexer",system,"$SPLUNK_HOME/var/log/splunk/splunk_instrumentation_cloud.log*",0,system,system,monitor,,,"splunk_cloud_telemetry","_telemetry","/data/inputs/monitor",,,,,
IDX1,"PROD-IDXC-1|indexer",system,"$SPLUNK_HOME/var/log/watchdog/watchdog.log*",0,system,system,monitor,,,,"_internal","/data/inputs/monitor",,,,,
IDX1,"PROD-IDXC-1|indexer",system,"$SPLUNK_HOME/var/run/splunk/search_telemetry/*search_telemetry.json",0,system,system,monitor,,,"search_telemetry","_introspection","/data/inputs/monitor",,,,"<SOURCE>",
IDX1,"PROD-IDXC-1|indexer",system,"$SPLUNK_HOME/var/spool/splunk",1,system,system,monitor,,,,main,"/data/inputs/monitor",,,,"<SOURCE>",
IDX1,"PROD-IDXC-1|indexer",system,"$SPLUNK_HOME/var/spool/splunk/...stash_new",0,system,system,monitor,,,"stash_new",main,"/data/inputs/monitor",,,,"<SOURCE>",
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/Library/Logs",1,app,system,monitor,,,,main,"/data/inputs/monitor",,,,,
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/etc",1,app,system,monitor,,,,main,"/data/inputs/monitor",,"(\.conf|\.cfg|config$|\.ini|\.init|\.cf|\.cnf|shrc$|^ifcfg|\.profile|\.rc|\.rules|\.tab|tab$|\.login|policy$)",,,
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/home/*/.bash_history",1,app,system,monitor,,,"bash_history",main,"/data/inputs/monitor",,,,,
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/bandwidth.sh",1,app,system,script,,bandwidth,bandwidth,main,"/data/inputs/script",,,,,60
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/cpu.sh",1,app,system,script,,cpu,cpu,main,"/data/inputs/script",,,,,30
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/df.sh",1,app,system,script,,df,df,main,"/data/inputs/script",,,,,300
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/hardware.sh",1,app,system,script,,hardware,hardware,main,"/data/inputs/script",,,,,36000
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/interfaces.sh",1,app,system,script,,interfaces,interfaces,main,"/data/inputs/script",,,,,60
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/iostat.sh",0,app,system,script,,iostat,iostat,osnixperf,"/data/inputs/script",,,,,60
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/lastlog.sh",1,app,system,script,,lastlog,lastlog,main,"/data/inputs/script",,,,,300
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/lsof.sh",1,app,system,script,,lsof,lsof,main,"/data/inputs/script",,,,,600
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/netstat.sh",0,app,system,script,,netstat,netstat,osnixperf,"/data/inputs/script",,,,,60
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/nfsiostat.sh",1,app,system,script,,nfsiostat,nfsiostat,main,"/data/inputs/script",,,,,60
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/openPorts.sh",1,app,system,script,,openPorts,openPorts,main,"/data/inputs/script",,,,,300
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/openPortsEnhanced.sh",1,app,system,script,,"Unix:ListeningPorts","Unix:ListeningPorts",main,"/data/inputs/script",,,,,3600
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/package.sh",1,app,system,script,,package,package,main,"/data/inputs/script",,,,,3600
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/passwd.sh",1,app,system,script,,"Unix:UserAccounts","Unix:UserAccounts",main,"/data/inputs/script",,,,,3600
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/protocol.sh",1,app,system,script,,protocol,protocol,main,"/data/inputs/script",,,,,60
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/ps.sh",1,app,system,script,,ps,ps,main,"/data/inputs/script",,,,,30
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/rlog.sh",1,app,system,script,,auditd,auditd,main,"/data/inputs/script",,,,,60
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/selinuxChecker.sh",1,app,system,script,,"Linux:SELinuxConfig","Linux:SELinuxConfig",main,"/data/inputs/script",,,,,3600
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/service.sh",1,app,system,script,,"Unix:Service","Unix:Service",main,"/data/inputs/script",,,,,3600
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/sshdChecker.sh",1,app,system,script,,"Unix:SSHDConfig","Unix:SSHDConfig",main,"/data/inputs/script",,,,,3600
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/time.sh",1,app,system,script,,time,time,main,"/data/inputs/script",,,,,21600
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/top.sh",1,app,system,script,,top,top,main,"/data/inputs/script",,,,,60
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/update.sh",1,app,system,script,,"Unix:Update","Unix:Update",main,"/data/inputs/script",,,,,86400
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/uptime.sh",1,app,system,script,,"Unix:Uptime","Unix:Uptime",main,"/data/inputs/script",,,,,86400
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/usersWithLoginPrivs.sh",1,app,system,script,,usersWithLoginPrivs,usersWithLoginPrivs,main,"/data/inputs/script",,,,,3600
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/version.sh",1,app,system,script,,"Unix:Version","Unix:Version",main,"/data/inputs/script",,,,,86400
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/vmstat.sh",1,app,system,script,,vmstat,vmstat,main,"/data/inputs/script",,,,,60
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/vsftpdChecker.sh",1,app,system,script,,"Unix:VSFTPDConfig","Unix:VSFTPDConfig",main,"/data/inputs/script",,,,,86400
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/who.sh",1,app,system,script,,who,who,main,"/data/inputs/script",,,,,150
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/root/.bash_history",1,app,system,monitor,,,"bash_history",main,"/data/inputs/monitor",,,,,
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/var/adm",1,app,system,monitor,,,,main,"/data/inputs/monitor",,"(\.log|log$|messages)",,,
IDX2,"PROD-IDXC-1|indexer","Splunk_TA_nix","/var/log",1,app,system,monitor,,,,main,"/data/inputs/monitor",,"(\.log|log$|messages|secure|auth|mesg$|cron$|acpid$|\.out)","(lastlog|anaconda\.syslog)",,
IDX2,"PROD-IDXC-1|indexer","introspection_generator_addon","$SPLUNK_HOME/var/log/introspection",0,app,system,monitor,,,,"_introspection","/data/inputs/monitor",,,,,
IDX2,"PROD-IDXC-1|indexer","introspection_generator_addon","/opt/splunk/etc/apps/introspection_generator_addon/bin/collector.path",0,app,system,script,,,"splunk_resource_usage__internal",main,"/data/inputs/script",,,,,0
IDX2,"PROD-IDXC-1|indexer","org_cluster_indexer_base",9997,0,app,system,cooked,,,,main,"/data/inputs/tcp/cooked",,,,,
IDX2,"PROD-IDXC-1|indexer","splunk_instrumentation","$SPLUNK_HOME/etc/apps/splunk_instrumentation/bin/instrumentation.py",0,app,system,script,,"instrumentation_scripted_input","splunk_telemetry_log","_telemetry","/data/inputs/script",,,,,"0 * * * *"
IDX2,"PROD-IDXC-1|indexer","splunk_instrumentation","$SPLUNK_HOME/etc/apps/splunk_instrumentation/bin/on_splunk_start.py",0,app,system,script,,,,main,"/data/inputs/script",,,,,"-1"
IDX2,"PROD-IDXC-1|indexer","splunk_instrumentation","$SPLUNK_HOME/etc/apps/splunk_instrumentation/bin/schedule_delete.py",0,app,system,script,,,,main,"/data/inputs/script",,,,,"0 0 * * *"
IDX2,"PROD-IDXC-1|indexer","splunk_monitoring_console","/opt/splunk/etc/apps/splunk_monitoring_console/bin/dmc_config.py",0,app,system,script,,,,main,"/data/inputs/script",,,,,"-1"
IDX2,"PROD-IDXC-1|indexer",system,"$SPLUNK_HOME/etc/splunk.version",0,system,system,monitor,,,"splunk_version","_internal","/data/inputs/monitor",,,,,
IDX2,"PROD-IDXC-1|indexer",system,"$SPLUNK_HOME/var/log/splunk",0,system,system,monitor,,,,"_internal","/data/inputs/monitor",,,,,
IDX2,"PROD-IDXC-1|indexer",system,"$SPLUNK_HOME/var/log/splunk/license_usage_summary.log",0,system,system,monitor,,,,"_telemetry","/data/inputs/monitor",,,,,
IDX2,"PROD-IDXC-1|indexer",system,"$SPLUNK_HOME/var/log/splunk/splunk_instrumentation_cloud.log*",0,system,system,monitor,,,"splunk_cloud_telemetry","_telemetry","/data/inputs/monitor",,,,,
IDX2,"PROD-IDXC-1|indexer",system,"$SPLUNK_HOME/var/log/watchdog/watchdog.log*",0,system,system,monitor,,,,"_internal","/data/inputs/monitor",,,,,
IDX2,"PROD-IDXC-1|indexer",system,"$SPLUNK_HOME/var/run/splunk/search_telemetry/*search_telemetry.json",0,system,system,monitor,,,"search_telemetry","_introspection","/data/inputs/monitor",,,,"<SOURCE>",
IDX2,"PROD-IDXC-1|indexer",system,"$SPLUNK_HOME/var/spool/splunk",1,system,system,monitor,,,,main,"/data/inputs/monitor",,,,"<SOURCE>",
IDX2,"PROD-IDXC-1|indexer",system,"$SPLUNK_HOME/var/spool/splunk/...stash_new",0,system,system,monitor,,,"stash_new",main,"/data/inputs/monitor",,,,"<SOURCE>",
IDX3,"PROD-IDXC-1|indexer","Splunk_TA_nix","/Library/Logs",1,app,system,monitor,,,,main,"/data/inputs/monitor",,,,,
IDX3,"PROD-IDXC-1|indexer","Splunk_TA_nix","/etc",1,app,system,monitor,,,,main,"/data/inputs/monitor",,"(\.conf|\.cfg|config$|\.ini|\.init|\.cf|\.cnf|shrc$|^ifcfg|\.profile|\.rc|\.rules|\.tab|tab$|\.login|policy$)",,,
IDX3,"PROD-IDXC-1|indexer","Splunk_TA_nix","/home/*/.bash_history",1,app,system,monitor,,,"bash_history",main,"/data/inputs/monitor",,,,,
IDX3,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/bandwidth.sh",1,app,system,script,,bandwidth,bandwidth,main,"/data/inputs/script",,,,,60
IDX3,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/cpu.sh",1,app,system,script,,cpu,cpu,main,"/data/inputs/script",,,,,30
IDX3,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/df.sh",1,app,system,script,,df,df,main,"/data/inputs/script",,,,,300
IDX3,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/hardware.sh",1,app,system,script,,hardware,hardware,main,"/data/inputs/script",,,,,36000
IDX3,"PROD-IDXC-1|indexer","Splunk_TA_nix","/opt/splunk/etc/slave-apps/Splunk_TA_nix/bin/interfaces.sh",1,app,system,script,,interfaces,interfaces,main,"/data/inputs/script",,,,,60
